# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.32420,0.28828,9.60700
7.32420,0.28929,8.98300
7.32420,0.29030,8.38600
7.32420,0.29131,7.81600
7.32420,0.29232,7.27300
7.32420,0.29333,6.75800
7.32420,0.29434,6.27000
7.32420,0.29535,5.81000
7.32420,0.29636,5.37700
7.32420,0.29737,4.97100
7.32420,0.29838,4.59300
7.32420,0.29939,4.24100
7.32420,0.30040,3.91800
7.32420,0.30141,3.62100
7.32420,0.30242,3.35200
7.32420,0.30343,3.11000
7.32420,0.30444,2.89500
7.32420,0.30545,2.70700
7.32420,0.30646,2.54700
7.32420,0.30747,2.41400
7.32420,0.30848,2.30800
7.32420,0.30949,2.22900
7.32420,0.31051,2.17700
7.32420,0.31152,2.15300
7.32420,0.31253,2.15400
7.32420,0.31354,2.18400
7.32420,0.31455,2.24000
7.32420,0.31556,2.32300
7.32420,0.31657,2.43200
7.32420,0.31758,2.56900
7.32420,0.31859,2.73200
7.32420,0.31960,2.92100
7.32420,0.32061,3.13700
7.32420,0.32162,3.38000
7.32420,0.32263,3.64900
7.32420,0.32364,3.94400
7.32420,0.32465,4.26500
7.32420,0.32566,4.61200
7.32420,0.32667,4.98600
7.32420,0.32768,5.38500
7.32420,0.32869,5.81000
7.32420,0.32970,6.26100
7.32420,0.33071,6.73700
7.32420,0.33172,7.23900
7.32420,0.33273,7.76600
7.32420,0.33374,8.31800
7.32420,0.33475,8.89500
7.32420,0.33576,9.49700
7.32420,0.33677,10.12400
7.32420,0.33778,10.77500
7.32420,0.33879,11.45100
7.32420,0.33980,12.15200
7.32420,0.34081,12.87500
7.32420,0.34182,13.62400
7.32420,0.34283,14.39600
7.32420,0.34384,15.19200
7.32420,0.34485,16.01100
7.32420,0.34586,16.85400
7.32420,0.34687,17.72000
7.32420,0.34788,18.60900
7.32420,0.34889,19.52000
7.32420,0.34990,20.45400
7.32420,0.35091,21.41000
7.32420,0.35192,22.38900
7.32420,0.35293,23.38900
7.32420,0.35394,24.41100
7.32420,0.35495,25.45400
7.32420,0.35596,26.51800
7.32420,0.35697,27.60400
7.32420,0.35798,28.70900
7.32420,0.35899,29.83600
7.32420,0.36000,30.98200
7.33640,0.26000,37.58400
7.33640,0.26101,36.21200
7.33640,0.26202,34.86600
7.33640,0.26303,33.54600
7.33640,0.26404,32.25300
7.33640,0.26505,30.98500
7.33640,0.26606,29.74400
7.33640,0.26707,28.53000
7.33640,0.26808,27.34200
7.33640,0.26909,26.18100
7.33640,0.27010,25.04500
7.33640,0.27111,23.93700
7.33640,0.27212,22.85600
7.33640,0.27313,21.80100
7.33640,0.27414,20.77300
7.33640,0.27515,19.77200
7.33640,0.27616,18.79800
7.33640,0.27717,17.85100
7.33640,0.27818,16.93100
7.33640,0.27919,16.03800
7.33640,0.28020,15.17200
7.33640,0.28121,14.33300
7.33640,0.28222,13.52100
7.33640,0.28323,12.73600
7.33640,0.28424,11.97900
7.33640,0.28525,11.24900
7.33640,0.28626,10.54600
7.33640,0.28727,9.87100
7.33640,0.28828,9.22200
7.33640,0.28929,8.60100
7.33640,0.29030,8.00800
7.33640,0.29131,7.44100
7.33640,0.29232,6.90200
7.33640,0.29333,6.39100
7.33640,0.29434,5.90700
7.33640,0.29535,5.45000
7.33640,0.29636,5.02100
7.33640,0.29737,4.61900
7.33640,0.29838,4.24500
7.33640,0.29939,3.89800
7.33640,0.30040,3.57800
7.33640,0.30141,3.28600
7.33640,0.30242,3.02100
7.33640,0.30343,2.78300
7.33640,0.30444,2.57300
7.33640,0.30545,2.39000
7.33640,0.30646,2.23400
7.33640,0.30747,2.10600
7.33640,0.30848,2.00400
7.33640,0.30949,1.93000
7.33640,0.31051,1.88400
7.33640,0.31152,1.86400
7.33640,0.31253,1.87100
7.33640,0.31354,1.90600
7.33640,0.31455,1.96700
7.33640,0.31556,2.05500
7.33640,0.31657,2.17000
7.33640,0.31758,2.31200
7.33640,0.31859,2.48100
7.33640,0.31960,2.67600
7.33640,0.32061,2.89800
7.33640,0.32162,3.14700
7.33640,0.32263,3.42100
7.33640,0.32364,3.72300
7.33640,0.32465,4.05000
7.33640,0.32566,4.40400
7.33640,0.32667,4.78300
7.33640,0.32768,5.18900
7.33640,0.32869,5.62100
7.33640,0.32970,6.07800
7.33640,0.33071,6.56100
7.33640,0.33172,7.06900
7.33640,0.33273,7.60300
7.33640,0.33374,8.16200
7.33640,0.33475,8.74600
7.33640,0.33576,9.35600
7.33640,0.33677,9.99000
7.33640,0.33778,10.64900
7.33640,0.33879,11.33100
7.33640,0.33980,12.03900
7.33640,0.34081,12.77100
7.33640,0.34182,13.52800
7.33640,0.34283,14.30700
7.33640,0.34384,15.11200
7.33640,0.34485,15.93900
7.33640,0.34586,16.78900
7.33640,0.34687,17.66300
7.33640,0.34788,18.56000
7.33640,0.34889,19.48000
7.33640,0.34990,20.42300
7.33640,0.35091,21.38700
7.33640,0.35192,22.37400
7.33640,0.35293,23.38300
7.33640,0.35394,24.41400
7.33640,0.35495,25.46600
7.33640,0.35596,26.53900
7.33640,0.35697,27.63400
7.33640,0.35798,28.74900
7.33640,0.35899,29.88400
7.33640,0.36000,31.04000
7.34850,0.26000,37.15000
7.34850,0.26101,35.78000
7.34850,0.26202,34.43500
7.34850,0.26303,33.11700
7.34850,0.26404,31.82500
7.34850,0.26505,30.56000
7.34850,0.26606,29.32100
7.34850,0.26707,28.10900
7.34850,0.26808,26.92300
7.34850,0.26909,25.76300
7.34850,0.27010,24.63000
7.34850,0.27111,23.52400
7.34850,0.27212,22.44500
7.34850,0.27313,21.39300
7.34850,0.27414,20.36700
7.34850,0.27515,19.36900
7.34850,0.27616,18.39700
7.34850,0.27717,17.45300
7.34850,0.27818,16.53500
7.34850,0.27919,15.64500
7.34850,0.28020,14.78200
7.34850,0.28121,13.94600
7.34850,0.28222,13.13700
7.34850,0.28323,12.35500
7.34850,0.28424,11.60100
7.34850,0.28525,10.87400
7.34850,0.28626,10.17400
7.34850,0.28727,9.50200
7.34850,0.28828,8.85700
7.34850,0.28929,8.24000
7.34850,0.29030,7.65000
7.34850,0.29131,7.08700
7.34850,0.29232,6.55200
7.34850,0.29333,6.04400
7.34850,0.29434,5.56400
7.34850,0.29535,5.11100
7.34850,0.29636,4.68500
7.34850,0.29737,4.28800
7.34850,0.29838,3.91700
7.34850,0.29939,3.57400
7.34850,0.30040,3.25900
7.34850,0.30141,2.97100
7.34850,0.30242,2.71000
7.34850,0.30343,2.47700
7.34850,0.30444,2.27100
7.34850,0.30545,2.09300
7.34850,0.30646,1.94200
7.34850,0.30747,1.81800
7.34850,0.30848,1.72200
7.34850,0.30949,1.65300
7.34850,0.31051,1.61100
7.34850,0.31152,1.59600
7.34850,0.31253,1.60900
7.34850,0.31354,1.64800
7.34850,0.31455,1.71500
7.34850,0.31556,1.80900
7.34850,0.31657,1.93000
7.34850,0.31758,2.07700
7.34850,0.31859,2.25100
7.34850,0.31960,2.45300
7.34850,0.32061,2.68000
7.34850,0.32162,2.93500
7.34850,0.32263,3.21600
7.34850,0.32364,3.52300
7.34850,0.32465,3.85700
7.34850,0.32566,4.21600
7.34850,0.32667,4.60200
7.34850,0.32768,5.01500
7.34850,0.32869,5.45300
7.34850,0.32970,5.91700
7.34850,0.33071,6.40600
7.34850,0.33172,6.92200
7.34850,0.33273,7.46200
7.34850,0.33374,8.02800
7.34850,0.33475,8.62000
7.34850,0.33576,9.23600
7.34850,0.33677,9.87800
7.34850,0.33778,10.54400
7.34850,0.33879,11.23400
7.34850,0.33980,11.94900
7.34850,0.34081,12.68900
7.34850,0.34182,13.45300
7.34850,0.34283,14.24100
7.34850,0.34384,15.05200
7.34850,0.34485,15.88800
7.34850,0.34586,16.74700
7.34850,0.34687,17.62900
7.34850,0.34788,18.53400
7.34850,0.34889,19.46200
7.34850,0.34990,20.41300
7.34850,0.35091,21.38600
7.34850,0.35192,22.38200
7.34850,0.35293,23.40000
7.34850,0.35394,24.43900
7.34850,0.35495,25.50000
7.34850,0.35596,26.58200
7.34850,0.35697,27.68600
7.34850,0.35798,28.81000
7.34850,0.35899,29.95500
7.34850,0.36000,31.12000
7.36060,0.26000,36.73400
7.36060,0.26101,35.36600
7.36060,0.26202,34.02300
7.36060,0.26303,32.70700
7.36060,0.26404,31.41700
7.36060,0.26505,30.15300
7.36060,0.26606,28.91600
7.36060,0.26707,27.70600
7.36060,0.26808,26.52200
7.36060,0.26909,25.36500
7.36060,0.27010,24.23400
7.36060,0.27111,23.13100
7.36060,0.27212,22.05400
7.36060,0.27313,21.00400
7.36060,0.27414,19.98100
7.36060,0.27515,18.98500
7.36060,0.27616,18.01600
7.36060,0.27717,17.07400
7.36060,0.27818,16.16000
7.36060,0.27919,15.27200
7.36060,0.28020,14.41200
7.36060,0.28121,13.57900
7.36060,0.28222,12.77300
7.36060,0.28323,11.99400
7.36060,0.28424,11.24300
7.36060,0.28525,10.51900
7.36060,0.28626,9.82300
7.36060,0.28727,9.15400
7.36060,0.28828,8.51200
7.36060,0.28929,7.89800
7.36060,0.29030,7.31200
7.36060,0.29131,6.75300
7.36060,0.29232,6.22100
7.36060,0.29333,5.71700
7.36060,0.29434,5.24100
7.36060,0.29535,4.79200
7.36060,0.29636,4.37100
7.36060,0.29737,3.97700
7.36060,0.29838,3.61000
7.36060,0.29939,3.27200
7.36060,0.30040,2.96000
7.36060,0.30141,2.67700
7.36060,0.30242,2.42100
7.36060,0.30343,2.19200
7.36060,0.30444,1.99100
7.36060,0.30545,1.81700
7.36060,0.30646,1.67100
7.36060,0.30747,1.55200
7.36060,0.30848,1.46000
7.36060,0.30949,1.39600
7.36060,0.31051,1.35900
7.36060,0.31152,1.35000
7.36060,0.31253,1.36800
7.36060,0.31354,1.41300
7.36060,0.31455,1.48500
7.36060,0.31556,1.58400
7.36060,0.31657,1.71000
7.36060,0.31758,1.86300
7.36060,0.31859,2.04300
7.36060,0.31960,2.25000
7.36060,0.32061,2.48400
7.36060,0.32162,2.74400
7.36060,0.32263,3.03100
7.36060,0.32364,3.34500
7.36060,0.32465,3.68500
7.36060,0.32566,4.05100
7.36060,0.32667,4.44300
7.36060,0.32768,4.86200
7.36060,0.32869,5.30700
7.36060,0.32970,5.77700
7.36060,0.33071,6.27400
7.36060,0.33172,6.79600
7.36060,0.33273,7.34300
7.36060,0.33374,7.91600
7.36060,0.33475,8.51500
7.36060,0.33576,9.13900
7.36060,0.33677,9.78700
7.36060,0.33778,10.46000
7.36060,0.33879,11.15800
7.36060,0.33980,11.88100
7.36060,0.34081,12.62900
7.36060,0.34182,13.40000
7.36060,0.34283,14.19600
7.36060,0.34384,15.01600
7.36060,0.34485,15.85900
7.36060,0.34586,16.72600
7.36060,0.34687,17.61600
7.36060,0.34788,18.53000
7.36060,0.34889,19.46600
7.36060,0.34990,20.42600
7.36060,0.35091,21.40800
7.36060,0.35192,22.41200
7.36060,0.35293,23.43800
7.36060,0.35394,24.48600
7.36060,0.35495,25.55600
7.36060,0.35596,26.64800
7.36060,0.35697,27.76000
7.36060,0.35798,28.89400
7.36060,0.35899,30.04800
7.36060,0.36000,31.22200
7.37270,0.26000,36.33700
7.37270,0.26101,34.97000
7.37270,0.26202,33.62900
7.37270,0.26303,32.31500
7.37270,0.26404,31.02700
7.37270,0.26505,29.76600
7.37270,0.26606,28.53100
7.37270,0.26707,27.32200
7.37270,0.26808,26.14100
7.37270,0.26909,24.98600
7.37270,0.27010,23.85800
7.37270,0.27111,22.75600
7.37270,0.27212,21.68200
7.37270,0.27313,20.63400
7.37270,0.27414,19.61400
7.37270,0.27515,18.62100
7.37270,0.27616,17.65400
7.37270,0.27717,16.71500
7.37270,0.27818,15.80300
7.37270,0.27919,14.91900
7.37270,0.28020,14.06100
7.37270,0.28121,13.23100
7.37270,0.28222,12.42800
7.37270,0.28323,11.65300
7.37270,0.28424,10.90500
7.37270,0.28525,10.18400
7.37270,0.28626,9.49100
7.37270,0.28727,8.82600
7.37270,0.28828,8.18800
7.37270,0.28929,7.57700
7.37270,0.29030,6.99400
7.37270,0.29131,6.43900
7.37270,0.29232,5.91100
7.37270,0.29333,5.41100
7.37270,0.29434,4.93800
7.37270,0.29535,4.49300
7.37270,0.29636,4.07600
7.37270,0.29737,3.68600
7.37270,0.29838,3.32400
7.37270,0.29939,2.99000
7.37270,0.30040,2.68300
7.37270,0.30141,2.40300
7.37270,0.30242,2.15200
7.37270,0.30343,1.92800
7.37270,0.30444,1.73100
7.37270,0.30545,1.56300
7.37270,0.30646,1.42000
7.37270,0.30747,1.30600
7.37270,0.30848,1.22000
7.37270,0.30949,1.16100
7.37270,0.31051,1.12900
7.37270,0.31152,1.12500
7.37270,0.31253,1.14800
7.37270,0.31354,1.19800
7.37270,0.31455,1.27600
7.37270,0.31556,1.38000
7.37270,0.31657,1.51200
7.37270,0.31758,1.67100
7.37270,0.31859,1.85700
7.37270,0.31960,2.07000
7.37270,0.32061,2.30900
7.37270,0.32162,2.57600
7.37270,0.32263,2.86900
7.37270,0.32364,3.18800
7.37270,0.32465,3.53400
7.37270,0.32566,3.90700
7.37270,0.32667,4.30600
7.37270,0.32768,4.73100
7.37270,0.32869,5.18200
7.37270,0.32970,5.66000
7.37270,0.33071,6.16300
7.37270,0.33172,6.69200
7.37270,0.33273,7.24600
7.37270,0.33374,7.82700
7.37270,0.33475,8.43100
7.37270,0.33576,9.06200
7.37270,0.33677,9.71800
7.37270,0.33778,10.39900
7.37270,0.33879,11.10500
7.37270,0.33980,11.83500
7.37270,0.34081,12.59100
7.37270,0.34182,13.37000
7.37270,0.34283,14.17400
7.37270,0.34384,15.00100
7.37270,0.34485,15.85300
7.37270,0.34586,16.72800
7.37270,0.34687,17.62600
7.37270,0.34788,18.54800
7.37270,0.34889,19.49300
7.37270,0.34990,20.46100
7.37270,0.35091,21.45100
7.37270,0.35192,22.46400
7.37270,0.35293,23.49900
7.37270,0.35394,24.55600
7.37270,0.35495,25.63500
7.37270,0.35596,26.73600
7.37270,0.35697,27.85700
7.37270,0.35798,29.00000
7.37270,0.35899,30.16300
7.37270,0.36000,31.34700
7.38480,0.26000,35.95800
7.38480,0.26101,34.59300
7.38480,0.26202,33.25400
7.38480,0.26303,31.94200
7.38480,0.26404,30.65600
7.38480,0.26505,29.39700
7.38480,0.26606,28.16400
7.38480,0.26707,26.95800
7.38480,0.26808,25.77800
7.38480,0.26909,24.62600
7.38480,0.27010,23.50000
7.38480,0.27111,22.40100
7.38480,0.27212,21.32900
7.38480,0.27313,20.28400
7.38480,0.27414,19.26600
7.38480,0.27515,18.27600
7.38480,0.27616,17.31200
7.38480,0.27717,16.37600
7.38480,0.27818,15.46700
7.38480,0.27919,14.58500
7.38480,0.28020,13.73100
7.38480,0.28121,12.90400
7.38480,0.28222,12.10400
7.38480,0.28323,11.33200
7.38480,0.28424,10.58700
7.38480,0.28525,9.87000
7.38480,0.28626,9.18000
7.38480,0.28727,8.51800
7.38480,0.28828,7.88300
7.38480,0.28929,7.27600
7.38480,0.29030,6.69700
7.38480,0.29131,6.14500
7.38480,0.29232,5.62100
7.38480,0.29333,5.12500
7.38480,0.29434,4.65700
7.38480,0.29535,4.21600
7.38480,0.29636,3.80200
7.38480,0.29737,3.41700
7.38480,0.29838,3.05900
7.38480,0.29939,2.72900
7.38480,0.30040,2.42600
7.38480,0.30141,2.15100
7.38480,0.30242,1.90400
7.38480,0.30343,1.68400
7.38480,0.30444,1.49300
7.38480,0.30545,1.32900
7.38480,0.30646,1.19100
7.38480,0.30747,1.08200
7.38480,0.30848,1.00100
7.38480,0.30949,0.94700
7.38480,0.31051,0.92000
7.38480,0.31152,0.92100
7.38480,0.31253,0.95000
7.38480,0.31354,1.00500
7.38480,0.31455,1.08800
7.38480,0.31556,1.19900
7.38480,0.31657,1.33600
7.38480,0.31758,1.50000
7.38480,0.31859,1.69200
7.38480,0.31960,1.91100
7.38480,0.32061,2.15600
7.38480,0.32162,2.42900
7.38480,0.32263,2.72800
7.38480,0.32364,3.05400
7.38480,0.32465,3.40600
7.38480,0.32566,3.78500
7.38480,0.32667,4.19000
7.38480,0.32768,4.62200
7.38480,0.32869,5.08000
7.38480,0.32970,5.56400
7.38480,0.33071,6.07400
7.38480,0.33172,6.61000
7.38480,0.33273,7.17200
7.38480,0.33374,7.75900
7.38480,0.33475,8.37100
7.38480,0.33576,9.01000
7.38480,0.33677,9.67200
7.38480,0.33778,10.36100
7.38480,0.33879,11.07400
7.38480,0.33980,11.81200
7.38480,0.34081,12.57500
7.38480,0.34182,13.36200
7.38480,0.34283,14.17400
7.38480,0.34384,15.00900
7.38480,0.34485,15.86900
7.38480,0.34586,16.75200
7.38480,0.34687,17.65900
7.38480,0.34788,18.58900
7.38480,0.34889,19.54200
7.38480,0.34990,20.51800
7.38480,0.35091,21.51700
7.38480,0.35192,22.53900
7.38480,0.35293,23.58300
7.38480,0.35394,24.64900
7.38480,0.35495,25.73700
7.38480,0.35596,26.84600
7.38480,0.35697,27.97700
7.38480,0.35798,29.12800
7.38480,0.35899,30.30100
7.38480,0.36000,31.49400
7.39700,0.26000,35.59800
7.39700,0.26101,34.23500
7.39700,0.26202,32.89800
7.39700,0.26303,31.58800
7.39700,0.26404,30.30400
7.39700,0.26505,29.04700
7.39700,0.26606,27.81600
7.39700,0.26707,26.61200
7.39700,0.26808,25.43500
7.39700,0.26909,24.28500
7.39700,0.27010,23.16200
7.39700,0.27111,22.06500
7.39700,0.27212,20.99600
7.39700,0.27313,19.95400
7.39700,0.27414,18.93800
7.39700,0.27515,17.95100
7.39700,0.27616,16.99000
7.39700,0.27717,16.05600
7.39700,0.27818,15.15000
7.39700,0.27919,14.27100
7.39700,0.28020,13.42000
7.39700,0.28121,12.59600
7.39700,0.28222,11.80000
7.39700,0.28323,11.03100
7.39700,0.28424,10.28900
7.39700,0.28525,9.57500
7.39700,0.28626,8.88900
7.39700,0.28727,8.23000
7.39700,0.28828,7.59900
7.39700,0.28929,6.99600
7.39700,0.29030,6.42100
7.39700,0.29131,5.87200
7.39700,0.29232,5.35200
7.39700,0.29333,4.86000
7.39700,0.29434,4.39500
7.39700,0.29535,3.95800
7.39700,0.29636,3.54900
7.39700,0.29737,3.16800
7.39700,0.29838,2.81400
7.39700,0.29939,2.48800
7.39700,0.30040,2.19000
7.39700,0.30141,1.92000
7.39700,0.30242,1.67700
7.39700,0.30343,1.46300
7.39700,0.30444,1.27600
7.39700,0.30545,1.11600
7.39700,0.30646,0.98400
7.39700,0.30747,0.88000
7.39700,0.30848,0.80300
7.39700,0.30949,0.75400
7.39700,0.31051,0.73300
7.39700,0.31152,0.73900
7.39700,0.31253,0.77300
7.39700,0.31354,0.83400
7.39700,0.31455,0.92300
7.39700,0.31556,1.03800
7.39700,0.31657,1.18100
7.39700,0.31758,1.35200
7.39700,0.31859,1.54900
7.39700,0.31960,1.77400
7.39700,0.32061,2.02500
7.39700,0.32162,2.30400
7.39700,0.32263,2.60900
7.39700,0.32364,2.94100
7.39700,0.32465,3.30000
7.39700,0.32566,3.68500
7.39700,0.32667,4.09700
7.39700,0.32768,4.53500
7.39700,0.32869,5.00000
7.39700,0.32970,5.49100
7.39700,0.33071,6.00800
7.39700,0.33172,6.55000
7.39700,0.33273,7.11800
7.39700,0.33374,7.71400
7.39700,0.33475,8.33300
7.39700,0.33576,8.97800
7.39700,0.33677,9.64900
7.39700,0.33778,10.34600
7.39700,0.33879,11.06500
7.39700,0.33980,11.81100
7.39700,0.34081,12.58200
7.39700,0.34182,13.37700
7.39700,0.34283,14.19600
7.39700,0.34384,15.04000
7.39700,0.34485,15.90700
7.39700,0.34586,16.79900
7.39700,0.34687,17.71400
7.39700,0.34788,18.65200
7.39700,0.34889,19.61400
7.39700,0.34990,20.59900
7.39700,0.35091,21.60600
7.39700,0.35192,22.63700
7.39700,0.35293,23.68900
7.39700,0.35394,24.76400
7.39700,0.35495,25.86100
7.39700,0.35596,26.97900
7.39700,0.35697,28.11900
7.39700,0.35798,29.28000
7.39700,0.35899,30.46200
7.39700,0.36000,31.66400
7.40910,0.26000,35.25700
7.40910,0.26101,33.89500
7.40910,0.26202,32.56100
7.40910,0.26303,31.25200
7.40910,0.26404,29.97100
7.40910,0.26505,28.71600
7.40910,0.26606,27.48800
7.40910,0.26707,26.28600
7.40910,0.26808,25.11100
7.40910,0.26909,23.96400
7.40910,0.27010,22.84300
7.40910,0.27111,21.74900
7.40910,0.27212,20.68200
7.40910,0.27313,19.64200
7.40910,0.27414,18.63000
7.40910,0.27515,17.64500
7.40910,0.27616,16.68700
7.40910,0.27717,15.75700
7.40910,0.27818,14.85300
7.40910,0.27919,13.97800
7.40910,0.28020,13.12900
7.40910,0.28121,12.30900
7.40910,0.28222,11.51500
7.40910,0.28323,10.75000
7.40910,0.28424,10.01100
7.40910,0.28525,9.30100
7.40910,0.28626,8.61800
7.40910,0.28727,7.96300
7.40910,0.28828,7.33600
7.40910,0.28929,6.73600
7.40910,0.29030,6.16400
7.40910,0.29131,5.62000
7.40910,0.29232,5.10400
7.40910,0.29333,4.61600
7.40910,0.29434,4.15500
7.40910,0.29535,3.72200
7.40910,0.29636,3.31700
7.40910,0.29737,2.94000
7.40910,0.29838,2.59100
7.40910,0.29939,2.26900
7.40910,0.30040,1.97600
7.40910,0.30141,1.71000
7.40910,0.30242,1.47200
7.40910,0.30343,1.26200
7.40910,0.30444,1.08000
7.40910,0.30545,0.92400
7.40910,0.30646,0.79800
7.40910,0.30747,0.69900
7.40910,0.30848,0.62700
7.40910,0.30949,0.58300
7.40910,0.31051,0.56700
7.40910,0.31152,0.57900
7.40910,0.31253,0.61800
7.40910,0.31354,0.68500
7.40910,0.31455,0.77900
7.40910,0.31556,0.90000
7.40910,0.31657,1.04900
7.40910,0.31758,1.22500
7.40910,0.31859,1.42800
7.40910,0.31960,1.65900
7.40910,0.32061,1.91600
7.40910,0.32162,2.20100
7.40910,0.32263,2.51200
7.40910,0.32364,2.85100
7.40910,0.32465,3.21600
7.40910,0.32566,3.60800
7.40910,0.32667,4.02600
7.40910,0.32768,4.47100
7.40910,0.32869,4.94200
7.40910,0.32970,5.44000
7.40910,0.33071,5.96400
7.40910,0.33172,6.51300
7.40910,0.33273,7.08800
7.40910,0.33374,7.69000
7.40910,0.33475,8.31800
7.40910,0.33576,8.97000
7.40910,0.33677,9.64800
7.40910,0.33778,10.35100
7.40910,0.33879,11.08000
7.40910,0.33980,11.83300
7.40910,0.34081,12.61100
7.40910,0.34182,13.41400
7.40910,0.34283,14.24100
7.40910,0.34384,15.09300
7.40910,0.34485,15.96900
7.40910,0.34586,16.86800
7.40910,0.34687,17.79200
7.40910,0.34788,18.73800
7.40910,0.34889,19.70900
7.40910,0.34990,20.70200
7.40910,0.35091,21.71800
7.40910,0.35192,22.75700
7.40910,0.35293,23.81800
7.40910,0.35394,24.90200
7.40910,0.35495,26.00800
7.40910,0.35596,27.13500
7.40910,0.35697,28.28400
7.40910,0.35798,29.45400
7.40910,0.35899,30.64600
7.40910,0.36000,31.85800
7.42120,0.26000,34.93400
7.42120,0.26101,33.57500
7.42120,0.26202,32.24200
7.42120,0.26303,30.93600
7.42120,0.26404,29.65700
7.42120,0.26505,28.40400
7.42120,0.26606,27.17800
7.42120,0.26707,25.97900
7.42120,0.26808,24.80700
7.42120,0.26909,23.66200
7.42120,0.27010,22.54300
7.42120,0.27111,21.45200
7.42120,0.27212,20.38800
7.42120,0.27313,19.35100
7.42120,0.27414,18.34100
7.42120,0.27515,17.35900
7.42120,0.27616,16.40400
7.42120,0.27717,15.47700
7.42120,0.27818,14.57700
7.42120,0.27919,13.70400
7.42120,0.28020,12.85900
7.42120,0.28121,12.04100
7.42120,0.28222,11.25100
7.42120,0.28323,10.48900
7.42120,0.28424,9.75400
7.42120,0.28525,9.04700
7.42120,0.28626,8.36800
7.42120,0.28727,7.71700
7.42120,0.28828,7.09300
7.42120,0.28929,6.49700
7.42120,0.29030,5.92900
7.42120,0.29131,5.38900
7.42120,0.29232,4.87700
7.42120,0.29333,4.39200
7.42120,0.29434,3.93600
7.42120,0.29535,3.50700
7.42120,0.29636,3.10600
7.42120,0.29737,2.73300
7.42120,0.29838,2.38900
7.42120,0.29939,2.07100
7.42120,0.30040,1.78200
7.42120,0.30141,1.52100
7.42120,0.30242,1.28800
7.42120,0.30343,1.08300
7.42120,0.30444,0.90500
7.42120,0.30545,0.75600
7.42120,0.30646,0.63300
7.42120,0.30747,0.53900
7.42120,0.30848,0.47300
7.42120,0.30949,0.43400
7.42120,0.31051,0.42300
7.42120,0.31152,0.44000
7.42120,0.31253,0.48500
7.42120,0.31354,0.55700
7.42120,0.31455,0.65700
7.42120,0.31556,0.78400
7.42120,0.31657,0.93800
7.42120,0.31758,1.12000
7.42120,0.31859,1.32900
7.42120,0.31960,1.56600
7.42120,0.32061,1.82900
7.42120,0.32162,2.12000
7.42120,0.32263,2.43800
7.42120,0.32364,2.78300
7.42120,0.32465,3.15400
7.42120,0.32566,3.55300
7.42120,0.32667,3.97800
7.42120,0.32768,4.42900
7.42120,0.32869,4.90700
7.42120,0.32970,5.41100
7.42120,0.33071,5.94200
7.42120,0.33172,6.49900
7.42120,0.33273,7.08100
7.42120,0.33374,7.69000
7.42120,0.33475,8.32400
7.42120,0.33576,8.98400
7.42120,0.33677,9.67000
7.42120,0.33778,10.38000
7.42120,0.33879,11.11700
7.42120,0.33980,11.87800
7.42120,0.34081,12.66400
7.42120,0.34182,13.47400
7.42120,0.34283,14.31000
7.42120,0.34384,15.16900
7.42120,0.34485,16.05300
7.42120,0.34586,16.96100
7.42120,0.34687,17.89200
7.42120,0.34788,18.84800
7.42120,0.34889,19.82600
7.42120,0.34990,20.82800
7.42120,0.35091,21.85300
7.42120,0.35192,22.90100
7.42120,0.35293,23.97100
7.42120,0.35394,25.06300
7.42120,0.35495,26.17800
7.42120,0.35596,27.31400
7.42120,0.35697,28.47200
7.42120,0.35798,29.65200
7.42120,0.35899,30.85200
7.42120,0.36000,32.07500
7.43330,0.26000,34.63000
7.43330,0.26101,33.27300
7.43330,0.26202,31.94300
7.43330,0.26303,30.63900
7.43330,0.26404,29.36200
7.43330,0.26505,28.11100
7.43330,0.26606,26.88800
7.43330,0.26707,25.69100
7.43330,0.26808,24.52200
7.43330,0.26909,23.37900
7.43330,0.27010,22.26300
7.43330,0.27111,21.17500
7.43330,0.27212,20.11300
7.43330,0.27313,19.07900
7.43330,0.27414,18.07300
7.43330,0.27515,17.09300
7.43330,0.27616,16.14100
7.43330,0.27717,15.21700
7.43330,0.27818,14.32000
7.43330,0.27919,13.45000
7.43330,0.28020,12.60900
7.43330,0.28121,11.79400
7.43330,0.28222,11.00800
7.43330,0.28323,10.24900
7.43330,0.28424,9.51800
7.43330,0.28525,8.81400
7.43330,0.28626,8.13900
7.43330,0.28727,7.49100
7.43330,0.28828,6.87100
7.43330,0.28929,6.27900
7.43330,0.29030,5.71500
7.43330,0.29131,5.17900
7.43330,0.29232,4.67000
7.43330,0.29333,4.19000
7.43330,0.29434,3.73800
7.43330,0.29535,3.31300
7.43330,0.29636,2.91700
7.43330,0.29737,2.54800
7.43330,0.29838,2.20800
