True E (MeV),Full NL,Error Low,Error High
3.038,0.9900 ,-0.0030 ,0.0031 
3.062,0.9905 ,-0.0030 ,0.0031 
3.086,0.9910 ,-0.0031 ,0.0031 
3.11,0.9915 ,-0.0031 ,0.0031 
3.134,0.9920 ,-0.0031 ,0.0032 
3.158,0.9924 ,-0.0031 ,0.0032 
3.182,0.9929 ,-0.0031 ,0.0032 
3.206,0.9933 ,-0.0032 ,0.0032 
3.23,0.9938 ,-0.0032 ,0.0033 
3.254,0.9942 ,-0.0032 ,0.0033 
3.278,0.9946 ,-0.0032 ,0.0033 
3.302,0.9951 ,-0.0032 ,0.0033 
3.326,0.9955 ,-0.0032 ,0.0033 
3.35,0.9959 ,-0.0033 ,0.0034 
3.374,0.9963 ,-0.0033 ,0.0034 
3.398,0.9967 ,-0.0033 ,0.0034 
3.422,0.9971 ,-0.0033 ,0.0034 
3.446,0.9975 ,-0.0033 ,0.0034 
3.47,0.9978 ,-0.0033 ,0.0034 
3.494,0.9982 ,-0.0034 ,0.0035 
3.518,0.9986 ,-0.0034 ,0.0035 
3.542,0.9990 ,-0.0034 ,0.0035 
3.566,0.9993 ,-0.0034 ,0.0035 
3.59,0.9997 ,-0.0034 ,0.0035 
3.614,1.0001 ,-0.0034 ,0.0036 
3.638,1.0004 ,-0.0034 ,0.0036 
3.662,1.0007 ,-0.0035 ,0.0036 
3.686,1.0011 ,-0.0035 ,0.0036 
3.71,1.0014 ,-0.0035 ,0.0036 
3.734,1.0017 ,-0.0035 ,0.0036 
3.758,1.0020 ,-0.0035 ,0.0036 
3.782,1.0024 ,-0.0035 ,0.0036 
3.806,1.0027 ,-0.0035 ,0.0036 
3.83,1.0030 ,-0.0035 ,0.0037 
3.854,1.0033 ,-0.0035 ,0.0037 
3.878,1.0036 ,-0.0035 ,0.0037 
3.902,1.0039 ,-0.0035 ,0.0037 
3.926,1.0042 ,-0.0036 ,0.0037 
3.95,1.0045 ,-0.0036 ,0.0037 
3.974,1.0048 ,-0.0036 ,0.0037 
3.998,1.0051 ,-0.0036 ,0.0037 
4.022,1.0053 ,-0.0036 ,0.0037 
4.046,1.0056 ,-0.0036 ,0.0038 
4.07,1.0059 ,-0.0036 ,0.0038 
4.094,1.0061 ,-0.0036 ,0.0038 
4.118,1.0064 ,-0.0036 ,0.0038 
4.142,1.0067 ,-0.0036 ,0.0038 
4.166,1.0069 ,-0.0036 ,0.0038 
4.19,1.0072 ,-0.0036 ,0.0038 
4.214,1.0074 ,-0.0036 ,0.0038 
4.238,1.0077 ,-0.0036 ,0.0038 
4.262,1.0079 ,-0.0036 ,0.0038 
4.286,1.0081 ,-0.0036 ,0.0038 
4.31,1.0084 ,-0.0036 ,0.0038 
4.334,1.0086 ,-0.0036 ,0.0038 
4.358,1.0088 ,-0.0036 ,0.0038 
4.382,1.0091 ,-0.0036 ,0.0038 
4.406,1.0093 ,-0.0036 ,0.0038 
4.43,1.0095 ,-0.0036 ,0.0038 
4.454,1.0097 ,-0.0036 ,0.0038 
4.478,1.0099 ,-0.0036 ,0.0038 
4.502,1.0101 ,-0.0036 ,0.0038 
4.526,1.0103 ,-0.0036 ,0.0038 
4.55,1.0105 ,-0.0036 ,0.0038 
4.574,1.0107 ,-0.0036 ,0.0038 
4.598,1.0109 ,-0.0036 ,0.0038 
4.622,1.0111 ,-0.0036 ,0.0038 
4.646,1.0113 ,-0.0036 ,0.0038 
4.67,1.0115 ,-0.0036 ,0.0038 
4.694,1.0117 ,-0.0036 ,0.0038 
4.718,1.0119 ,-0.0036 ,0.0038 
4.742,1.0121 ,-0.0036 ,0.0038 
4.766,1.0123 ,-0.0036 ,0.0038 
4.79,1.0125 ,-0.0036 ,0.0038 
4.814,1.0127 ,-0.0036 ,0.0038 
4.838,1.0129 ,-0.0036 ,0.0038 
4.862,1.0131 ,-0.0036 ,0.0038 
4.886,1.0133 ,-0.0036 ,0.0038 
4.91,1.0134 ,-0.0036 ,0.0038 
4.934,1.0136 ,-0.0036 ,0.0038 
4.958,1.0138 ,-0.0036 ,0.0038 
4.982,1.0140 ,-0.0036 ,0.0038 
5.006,1.0141 ,-0.0036 ,0.0038 
5.03,1.0143 ,-0.0036 ,0.0038 
5.054,1.0145 ,-0.0036 ,0.0038 
5.078,1.0146 ,-0.0036 ,0.0038 
5.102,1.0148 ,-0.0036 ,0.0038 
5.126,1.0150 ,-0.0036 ,0.0038 
5.15,1.0151 ,-0.0036 ,0.0038 
5.174,1.0153 ,-0.0036 ,0.0038 
5.198,1.0154 ,-0.0036 ,0.0038 
5.222,1.0156 ,-0.0036 ,0.0038 
5.246,1.0157 ,-0.0036 ,0.0038 
5.27,1.0159 ,-0.0036 ,0.0038 
5.294,1.0160 ,-0.0036 ,0.0038 
5.318,1.0162 ,-0.0036 ,0.0038 
5.342,1.0163 ,-0.0036 ,0.0038 
5.366,1.0165 ,-0.0036 ,0.0038 
5.39,1.0166 ,-0.0036 ,0.0038 
5.414,1.0168 ,-0.0036 ,0.0038 
5.438,1.0169 ,-0.0036 ,0.0038 
5.462,1.0170 ,-0.0036 ,0.0038 
5.486,1.0172 ,-0.0036 ,0.0038 
5.51,1.0173 ,-0.0036 ,0.0038 
5.534,1.0174 ,-0.0036 ,0.0038 
5.558,1.0176 ,-0.0036 ,0.0038 
5.582,1.0177 ,-0.0036 ,0.0037 
5.606,1.0178 ,-0.0035 ,0.0037 
5.63,1.0179 ,-0.0035 ,0.0037 
5.654,1.0180 ,-0.0035 ,0.0037 
5.678,1.0182 ,-0.0035 ,0.0037 
5.702,1.0183 ,-0.0035 ,0.0037 
5.726,1.0184 ,-0.0035 ,0.0037 
5.75,1.0185 ,-0.0035 ,0.0037 
5.774,1.0186 ,-0.0035 ,0.0037 
5.798,1.0187 ,-0.0035 ,0.0037 
5.822,1.0188 ,-0.0035 ,0.0037 
5.846,1.0190 ,-0.0035 ,0.0037 
5.87,1.0191 ,-0.0035 ,0.0037 
5.894,1.0192 ,-0.0035 ,0.0036 
5.918,1.0193 ,-0.0035 ,0.0036 
5.942,1.0194 ,-0.0035 ,0.0036 
5.966,1.0195 ,-0.0035 ,0.0036 
5.99,1.0196 ,-0.0034 ,0.0036 
6.014,1.0197 ,-0.0034 ,0.0036 
6.038,1.0198 ,-0.0034 ,0.0036 
6.062,1.0199 ,-0.0034 ,0.0036 
6.086,1.0200 ,-0.0034 ,0.0036 
6.11,1.0201 ,-0.0034 ,0.0036 
6.134,1.0202 ,-0.0034 ,0.0036 
6.158,1.0203 ,-0.0034 ,0.0036 
6.182,1.0204 ,-0.0034 ,0.0035 
6.206,1.0205 ,-0.0034 ,0.0035 
6.23,1.0206 ,-0.0034 ,0.0035 
6.254,1.0207 ,-0.0034 ,0.0035 
6.278,1.0208 ,-0.0034 ,0.0035 
6.302,1.0209 ,-0.0034 ,0.0035 
6.326,1.0210 ,-0.0034 ,0.0035 
6.35,1.0211 ,-0.0033 ,0.0035 
6.374,1.0212 ,-0.0033 ,0.0035 
6.398,1.0213 ,-0.0033 ,0.0035 
6.422,1.0214 ,-0.0033 ,0.0035 
6.446,1.0214 ,-0.0033 ,0.0034 
6.47,1.0215 ,-0.0033 ,0.0034 
6.494,1.0216 ,-0.0033 ,0.0034 
6.518,1.0217 ,-0.0033 ,0.0034 
6.542,1.0218 ,-0.0033 ,0.0034 
6.566,1.0219 ,-0.0033 ,0.0034 
6.59,1.0220 ,-0.0033 ,0.0034 
6.614,1.0220 ,-0.0033 ,0.0034 
6.638,1.0221 ,-0.0033 ,0.0034 
6.662,1.0222 ,-0.0033 ,0.0034 
6.686,1.0223 ,-0.0033 ,0.0034 
6.71,1.0224 ,-0.0033 ,0.0033 
6.734,1.0225 ,-0.0032 ,0.0033 
6.758,1.0225 ,-0.0032 ,0.0033 
6.782,1.0226 ,-0.0032 ,0.0033 
6.806,1.0227 ,-0.0032 ,0.0033 
6.83,1.0228 ,-0.0032 ,0.0033 
6.854,1.0228 ,-0.0032 ,0.0033 
6.878,1.0229 ,-0.0032 ,0.0033 
6.902,1.0230 ,-0.0032 ,0.0033 
6.926,1.0231 ,-0.0032 ,0.0033 
6.95,1.0231 ,-0.0032 ,0.0032 
6.974,1.0232 ,-0.0032 ,0.0032 
6.998,1.0233 ,-0.0032 ,0.0032 
7.022,1.0234 ,-0.0032 ,0.0032 
7.046,1.0234 ,-0.0032 ,0.0032 
7.07,1.0235 ,-0.0032 ,0.0032 
7.094,1.0236 ,-0.0031 ,0.0032 
7.118,1.0236 ,-0.0031 ,0.0032 
7.142,1.0237 ,-0.0031 ,0.0032 
7.166,1.0238 ,-0.0031 ,0.0031 
7.19,1.0238 ,-0.0031 ,0.0031 
7.214,1.0239 ,-0.0031 ,0.0031 
7.238,1.0240 ,-0.0031 ,0.0031 
7.262,1.0240 ,-0.0031 ,0.0031 
7.286,1.0241 ,-0.0031 ,0.0031 
7.31,1.0241 ,-0.0031 ,0.0031 
7.334,1.0242 ,-0.0031 ,0.0031 
7.358,1.0243 ,-0.0030 ,0.0031 
7.382,1.0243 ,-0.0030 ,0.0030 
7.406,1.0244 ,-0.0030 ,0.0030 
7.43,1.0244 ,-0.0030 ,0.0030 
7.454,1.0245 ,-0.0030 ,0.0030 
7.478,1.0246 ,-0.0030 ,0.0030 
7.502,1.0246 ,-0.0030 ,0.0030 
7.526,1.0247 ,-0.0030 ,0.0030 
7.55,1.0247 ,-0.0030 ,0.0030 
7.574,1.0248 ,-0.0030 ,0.0030 
7.598,1.0248 ,-0.0030 ,0.0029 
7.622,1.0249 ,-0.0030 ,0.0029 
7.646,1.0249 ,-0.0029 ,0.0029 
7.67,1.0250 ,-0.0029 ,0.0029 
7.694,1.0251 ,-0.0029 ,0.0029 
7.718,1.0251 ,-0.0029 ,0.0029 
7.742,1.0252 ,-0.0029 ,0.0029 
7.766,1.0252 ,-0.0029 ,0.0029 
7.79,1.0253 ,-0.0029 ,0.0029 
7.814,1.0253 ,-0.0029 ,0.0029 
7.838,1.0254 ,-0.0029 ,0.0029 
7.862,1.0254 ,-0.0029 ,0.0029 
7.886,1.0255 ,-0.0028 ,0.0029 
7.91,1.0255 ,-0.0028 ,0.0028 
7.934,1.0256 ,-0.0028 ,0.0028 
7.958,1.0256 ,-0.0028 ,0.0028 
7.982,1.0257 ,-0.0028 ,0.0028 
8.006,1.0257 ,-0.0028 ,0.0028 
8.03,1.0257 ,-0.0028 ,0.0028 
8.054,1.0258 ,-0.0028 ,0.0028 
8.078,1.0258 ,-0.0028 ,0.0028 
8.102,1.0259 ,-0.0028 ,0.0028 
8.126,1.0259 ,-0.0028 ,0.0028 
8.15,1.0260 ,-0.0027 ,0.0028 
8.174,1.0260 ,-0.0027 ,0.0028 
8.198,1.0261 ,-0.0027 ,0.0027 
8.222,1.0261 ,-0.0027 ,0.0027 
8.246,1.0262 ,-0.0027 ,0.0027 
8.27,1.0262 ,-0.0027 ,0.0027 
8.294,1.0262 ,-0.0027 ,0.0027 
8.318,1.0263 ,-0.0027 ,0.0027 
8.342,1.0263 ,-0.0027 ,0.0027 
8.366,1.0264 ,-0.0027 ,0.0027 
8.39,1.0264 ,-0.0027 ,0.0027 
8.414,1.0264 ,-0.0026 ,0.0027 
8.438,1.0265 ,-0.0026 ,0.0027 
8.462,1.0265 ,-0.0026 ,0.0027 
8.486,1.0266 ,-0.0026 ,0.0026 
8.51,1.0266 ,-0.0026 ,0.0026 
8.534,1.0266 ,-0.0026 ,0.0026 
8.558,1.0267 ,-0.0026 ,0.0026 
8.582,1.0267 ,-0.0026 ,0.0026 
8.606,1.0268 ,-0.0026 ,0.0026 
8.63,1.0268 ,-0.0026 ,0.0026 
8.654,1.0268 ,-0.0025 ,0.0026 
8.678,1.0269 ,-0.0025 ,0.0026 
8.702,1.0269 ,-0.0025 ,0.0026 
8.726,1.0269 ,-0.0025 ,0.0026 
8.75,1.0270 ,-0.0025 ,0.0025 
8.774,1.0270 ,-0.0025 ,0.0025 
8.798,1.0270 ,-0.0025 ,0.0025 
8.822,1.0271 ,-0.0025 ,0.0025 
8.846,1.0271 ,-0.0025 ,0.0025 
8.87,1.0272 ,-0.0025 ,0.0025 
8.894,1.0272 ,-0.0025 ,0.0025 
8.918,1.0272 ,-0.0024 ,0.0025 
8.942,1.0273 ,-0.0024 ,0.0025 
8.966,1.0273 ,-0.0024 ,0.0025 
8.99,1.0273 ,-0.0024 ,0.0025 
9.014,1.0274 ,-0.0024 ,0.0024 
9.038,1.0274 ,-0.0024 ,0.0024 
9.062,1.0274 ,-0.0024 ,0.0024 
9.086,1.0274 ,-0.0024 ,0.0024 
9.11,1.0275 ,-0.0024 ,0.0024 
9.134,1.0275 ,-0.0023 ,0.0024 
9.158,1.0275 ,-0.0023 ,0.0024 
9.182,1.0276 ,-0.0023 ,0.0024 
9.206,1.0276 ,-0.0023 ,0.0024 
9.23,1.0276 ,-0.0023 ,0.0024 
9.254,1.0276 ,-0.0023 ,0.0023 
9.278,1.0277 ,-0.0023 ,0.0023 
9.302,1.0277 ,-0.0023 ,0.0023 
9.326,1.0277 ,-0.0023 ,0.0023 
9.35,1.0277 ,-0.0023 ,0.0023 
9.374,1.0278 ,-0.0023 ,0.0023 
9.398,1.0278 ,-0.0023 ,0.0023 
9.422,1.0278 ,-0.0023 ,0.0023 
9.446,1.0278 ,-0.0023 ,0.0023 
9.47,1.0279 ,-0.0023 ,0.0023 
9.494,1.0279 ,-0.0023 ,0.0022 
9.518,1.0279 ,-0.0023 ,0.0022 
9.542,1.0279 ,-0.0023 ,0.0022 
9.566,1.0280 ,-0.0022 ,0.0022 
9.59,1.0280 ,-0.0022 ,0.0022 
9.614,1.0280 ,-0.0022 ,0.0022 
9.638,1.0280 ,-0.0022 ,0.0022 
9.662,1.0281 ,-0.0022 ,0.0022 
9.686,1.0281 ,-0.0022 ,0.0022 
9.71,1.0281 ,-0.0022 ,0.0022 
9.734,1.0281 ,-0.0022 ,0.0021 
9.758,1.0282 ,-0.0022 ,0.0021 
9.782,1.0282 ,-0.0022 ,0.0021 
9.806,1.0282 ,-0.0022 ,0.0021 
9.83,1.0282 ,-0.0022 ,0.0021 
9.854,1.0282 ,-0.0022 ,0.0021 
9.878,1.0283 ,-0.0022 ,0.0021 
9.902,1.0283 ,-0.0022 ,0.0021 
9.926,1.0283 ,-0.0022 ,0.0021 
9.95,1.0283 ,-0.0022 ,0.0021 
9.974,1.0283 ,-0.0022 ,0.0021 
9.998,1.0284 ,-0.0022 ,0.0021 
10.022,1.0284 ,-0.0021 ,0.0021 
10.046,1.0284 ,-0.0021 ,0.0021 
10.07,1.0284 ,-0.0021 ,0.0021 
10.094,1.0284 ,-0.0021 ,0.0021 
10.118,1.0285 ,-0.0021 ,0.0021 
10.142,1.0285 ,-0.0021 ,0.0021 
10.166,1.0285 ,-0.0021 ,0.0021 
10.19,1.0285 ,-0.0021 ,0.0021 
10.214,1.0285 ,-0.0021 ,0.0021 
10.238,1.0286 ,-0.0021 ,0.0021 
10.262,1.0286 ,-0.0021 ,0.0021 
10.286,1.0286 ,-0.0021 ,0.0021 
10.31,1.0286 ,-0.0021 ,0.0020 
10.334,1.0286 ,-0.0021 ,0.0020 
10.358,1.0287 ,-0.0021 ,0.0020 
10.382,1.0287 ,-0.0021 ,0.0020 
10.406,1.0287 ,-0.0021 ,0.0020 
10.43,1.0287 ,-0.0021 ,0.0020 
10.454,1.0287 ,-0.0021 ,0.0020 
10.478,1.0287 ,-0.0021 ,0.0020 
10.502,1.0288 ,-0.0021 ,0.0020 
10.526,1.0288 ,-0.0021 ,0.0020 
10.55,1.0288 ,-0.0021 ,0.0020 
10.574,1.0288 ,-0.0021 ,0.0020 
10.598,1.0288 ,-0.0021 ,0.0020 
10.622,1.0288 ,-0.0021 ,0.0020 
10.646,1.0289 ,-0.0021 ,0.0020 
10.67,1.0289 ,-0.0021 ,0.0020 
10.694,1.0289 ,-0.0021 ,0.0020 
10.718,1.0289 ,-0.0021 ,0.0020 
10.742,1.0289 ,-0.0021 ,0.0020 
10.766,1.0289 ,-0.0021 ,0.0020 
10.79,1.0289 ,-0.0021 ,0.0020 
10.814,1.0290 ,-0.0021 ,0.0020 
10.838,1.0290 ,-0.0021 ,0.0020 
10.862,1.0290 ,-0.0021 ,0.0020 
10.886,1.0290 ,-0.0021 ,0.0019 
10.91,1.0290 ,-0.0021 ,0.0019 
10.934,1.0290 ,-0.0021 ,0.0019 
10.958,1.0290 ,-0.0021 ,0.0019 
10.982,1.0291 ,-0.0020 ,0.0019 
11.006,1.0291 ,-0.0020 ,0.0019 
11.03,1.0291 ,-0.0020 ,0.0019 
11.054,1.0291 ,-0.0020 ,0.0019 
11.078,1.0291 ,-0.0020 ,0.0019 
11.102,1.0291 ,-0.0020 ,0.0019 
11.126,1.0291 ,-0.0020 ,0.0019 
11.15,1.0291 ,-0.0020 ,0.0019 
11.174,1.0291 ,-0.0020 ,0.0019 
11.198,1.0291 ,-0.0020 ,0.0019 
11.222,1.0292 ,-0.0020 ,0.0019 
11.246,1.0292 ,-0.0020 ,0.0019 
11.27,1.0292 ,-0.0020 ,0.0019 
11.294,1.0292 ,-0.0020 ,0.0019 
11.318,1.0292 ,-0.0020 ,0.0019 
11.342,1.0292 ,-0.0020 ,0.0019 
11.366,1.0292 ,-0.0020 ,0.0019 
11.39,1.0292 ,-0.0020 ,0.0019 
11.414,1.0292 ,-0.0020 ,0.0019 
11.438,1.0292 ,-0.0020 ,0.0019 
11.462,1.0292 ,-0.0020 ,0.0019 
11.486,1.0292 ,-0.0020 ,0.0019 
11.51,1.0293 ,-0.0020 ,0.0019 
11.534,1.0293 ,-0.0020 ,0.0019 
11.558,1.0293 ,-0.0020 ,0.0019 
11.582,1.0293 ,-0.0020 ,0.0019 
11.606,1.0293 ,-0.0020 ,0.0019 
11.63,1.0293 ,-0.0020 ,0.0019 
11.654,1.0293 ,-0.0020 ,0.0019 
11.678,1.0293 ,-0.0020 ,0.0019 
11.702,1.0293 ,-0.0020 ,0.0019 
11.726,1.0293 ,-0.0020 ,0.0019 
11.75,1.0293 ,-0.0020 ,0.0020 
11.774,1.0293 ,-0.0020 ,0.0020 
11.798,1.0293 ,-0.0021 ,0.0020 
11.822,1.0293 ,-0.0021 ,0.0020 
11.846,1.0293 ,-0.0021 ,0.0020 
11.87,1.0293 ,-0.0021 ,0.0020 
11.894,1.0293 ,-0.0021 ,0.0020 
11.918,1.0294 ,-0.0021 ,0.0020 
11.942,1.0294 ,-0.0021 ,0.0020 
11.966,1.0294 ,-0.0021 ,0.0020 
11.99,1.0294 ,-0.0021 ,0.0021 
